,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
221,61977,59482,34920,51297,8546,97683,23147,8549,51466,58981,59570,16876,9660,61809,23188,62316,6144,8376,65206,59819
222,44913,44649,80926,100053,60249,77790,21968,101752,27529,101483,70699,31896,44410,8313,21760,74813,32542,101212,77517,53699
223,33955,16616,20316,47257,44676,61500,41620,3745,3238,40129,69303,69314,16332,47920,55573,27643,57662,57644,36428,56010
224,391520,374491,319980,155403,150323,355036,199196,321279,184979,36553,44734,50872,38506,41292,258407,77871,5259,69585,50871,45405
225,60177,3944,60505,55790,69556,57758,57755,44639,14638,13676,19955,44665,60229,53270,60470,58003,55965,39950,61497,49732
226,286689,418091,208624,341543,338342,287387,227430,174418,212634,352506,158333,179354,345608,327585,189648,205637,266260,148615,140975,255282
227,84350,31826,45666,70360,5282,5460,14330,45627,60931,101795,70856,53646,20748,63782,34191,8308,50543,74727,117469,44762
228,69629,52923,36171,57884,17901,57541,73653,57857,94673,47941,17531,23988,27727,66800,17707,40256,13888,69686,40128,49343
229,272787,266329,288757,234980,158431,411641,375090,115022,306977,437020,296704,375091,295710,431328,184495,397245,352978,320429,337645,342658
230,500064,502779,504191,501552,505645,503293,503643,501397,456153,500552,505025,505024,505462,503616,503779,501259,504043,505278,503525,504356
231,149460,252170,241052,247578,213328,212070,246291,204594,175685,164427,175234,209804,193611,164367,190975,184525,110984,112219,161569,167767
232,505111,503413,503566,500800,501299,505175,503898,505392,504715,503248,503899,506548,500010,508518,500450,500022,500567,501179,502877,507268
233,421678,207398,421679,172317,368683,404979,364954,380142,350687,206097,152467,372842,212765,240227,264501,144386,270854,160872,430131,364953
234,371516,230740,312811,421123,210805,296817,111323,303247,331896,244947,195355,200748,329788,396653,341308,295955,257524,516803,516812,435174
235,317069,215097,252669,396963,266839,213761,412044,316896,396625,173252,353528,150289,194775,108854,300749,162854,221710,304824,112882,366981
236,49169,107870,121993,107784,122003,103111,120907,108061,108059,103376,120626,120621,100882,108058,123275,107075,94634,39747,103100,122041
237,361107,109233,301127,433765,390164,173088,376328,248387,294673,204877,343259,193281,252013,195974,277461,297870,558,387521,276408,251451
238,487062,493106,474353,493435,466618,471378,473851,479357,477633,493663,487540,493436,484303,469257,473009,489039,471462,462139,476897,459882
239,58519,117268,75363,7250,47814,31936,21403,80904,48252,82760,7052,22757,232226,251760,190105,227970,382010,324474,236508,271712
240,142091,865,298176,348721,318349,333574,351489,420163,398800,434237,220499,253677,434236,390150,189633,154589,401661,369475,144083,375847
241,505587,456014,500084,505109,501812,502799,504680,503675,501804,457389,502189,500766,501925,500563,502448,501746,500616,503143,503246,501695
242,502999,508890,456072,500452,500201,508809,502460,508793,505751,457575,505752,503416,508888,503415,503760,502369,508796,508885,501703,504295
243,312657,411245,344708,165046,290948,434521,316468,352434,306518,114568,391604,382035,289567,238264,402084,276832,200546,275038,344513,191787
244,502815,501633,505945,505913,503987,502137,503820,500822,503506,500904,502564,503191,505250,501285,503344,503311,505251,505212,505006,503985
245,180612,165463,314816,160528,393875,239500,282899,266128,287800,291256,268467,190820,297518,160574,208,291258,283343,294137,228750,311000
246,197533,337740,386537,175336,427274,220380,363350,293833,2992,310521,341809,175323,156310,283022,261814,353239,274971,300301,435686,195930
247,502583,504721,503231,501817,503232,501604,503001,501507,502364,501709,500772,500621,501508,501131,500045,503230,500097,501588,501961,503363
248,476198,461629,459675,489679,487162,486238,468808,476578,490294,476922,459702,491067,490293,473215,474795,460667,469594,471191,475217,482670
249,207851,202414,338191,163649,348164,262154,414627,279018,404710,229777,273728,300424,108530,338202,232007,227786,345012,267137,439292,171531
250,72333,46588,10076,68547,58684,12404,42189,67310,46269,42622,42190,9605,55230,67296,83329,15504,9527,71263,30508,68515
251,96288,119583,51323,96375,119236,61805,95641,25406,79349,36244,32861,22270,5965,78311,54023,62684,32872,92002,24004,36241
252,500785,501846,503155,504110,504311,503717,503575,504733,505811,504560,505970,504103,502645,501377,501843,456319,505783,456703,501803,501376
253,507829,507078,507289,507141,508428,508137,507345,507023,506660,507293,507106,507356,507686,506763,508526,506430,507828,507405,506698,506943
254,212096,165978,259647,142248,239461,193810,266276,309453,175857,229081,422427,309622,335095,241291,149315,261910,425059,172570,351636,139560
255,315480,355947,307834,115875,138981,169186,152612,391292,381396,392417,272839,385383,281560,191726,210034,185636,335402,142075,149612,233005
256,507408,507608,507571,506466,506542,457223,507656,506650,507845,457367,507697,507792,507115,507026,508221,507306,507954,507623,507956,506824
257,504281,504619,504520,500004,504894,504280,502433,501276,503864,505379,506046,504618,505173,501125,505380,504267,504467,505788,501008,501584
258,506471,507175,507050,507139,508315,508525,507563,507741,507101,506876,507684,508404,456764,508530,507099,507097,508242,456473,457429,506560
259,355167,174152,226417,355964,212058,150241,2329,299639,408074,152415,160642,199046,241367,340861,250977,244139,110378,302285,345200,234703
260,105131,121373,98020,118442,70657,74395,87728,97181,31612,38309,91857,47102,99335,120089,121569,121767,98250,105914,98276,99260
261,500196,502102,502374,503133,504898,502211,502280,505505,505593,500127,501589,503242,501962,500935,505769,505183,503365,501340,500774,505955
262,355610,113723,305669,332730,241505,437577,215102,208226,391704,160688,161923,364873,412832,386987,383200,150147,359499,138080,137352,274585
263,273198,300609,141223,439991,400644,186427,398006,412366,412215,217006,142428,108716,178888,264102,402696,287456,417635,156696,147569,289921
264,136159,136161,136115,136131,136147,136130,136127,136152,136139,136128,136141,136148,136108,136111,136145,136110,136160,136136,121957,136134
265,506862,507780,508357,508492,507496,508210,506994,507276,507002,507566,507878,506865,507484,506739,507832,506639,508398,507080,506490,507833
266,171466,326256,397551,174803,209273,180859,238526,360650,203125,386878,304210,152322,112276,271513,360649,254636,431796,424088,217623,208022
267,207856,193370,263020,369813,282652,266809,255783,422122,160800,371881,236675,244516,258856,375,297684,177362,382924,325887,268366,268608
268,507047,507010,456037,507668,508117,508194,507521,508510,506725,507969,508588,508110,506501,508385,506891,506625,508436,507015,507889,508594
269,188268,195746,387819,208279,171273,418989,418804,410732,277574,151914,335537,289031,286346,399296,181789,152560,333523,145196,302074,110168
270,7405,50307,7752,8342,49852,73847,8242,81066,5523,24171,67198,64226,103237,20409,61387,64127,45508,45871,64245,56249
271,323242,416627,245941,163211,510520,342272,510646,496841,244969,496872,496845,496844,496873,309482,496826,496825,496828,496822,496827,496823
272,75060,70502,77927,21656,78874,78878,5832,74030,81383,87260,6974,21353,75066,70668,21655,82179,31972,70847,32899,36228
273,365599,143571,147481,297684,375,160800,427417,382924,289776,258856,300936,109042,400517,238229,353720,226099,283023,387046,177362,422121
274,505018,500274,500730,503114,504971,501227,505264,502051,500993,504602,503510,504015,501291,505332,501226,500308,457032,500518,501870,456214
275,511288,511239,511326,511206,511279,511213,511270,511185,511325,511245,511337,511293,511298,511341,511359,511190,511356,511375,511264,511376
276,420115,172804,398636,165479,275150,422762,151646,301264,354040,317775,242877,373134,109366,217166,229128,184974,169883,200869,354050,233109
277,507520,456155,508585,503078,500576,456052,525172,500877,508381,507989,525266,502623,457218,508382,507671,506424,507886,500705,502444,505066
278,361914,323030,354674,437796,161269,160126,315650,340214,361916,160648,196900,420169,139198,414965,340377,390486,398665,364338,288426,242852
279,152272,259820,256381,234805,243896,184048,215375,224198,150795,149078,161423,168138,187644,210739,217205,221897,144510,147603,148458,138796
280,313258,186109,261236,156207,335982,327939,304470,112530,407032,244327,432998,382155,160204,172650,245327,316742,266064,424522,360513,266008
281,82281,88749,36484,4299,25076,34208,91107,25320,21743,51005,77106,75292,32772,21392,93016,87466,87861,22299,48294,78263
282,504704,503257,503498,505410,501349,502098,502586,505527,505810,504879,505195,502916,500786,505424,504116,500378,500630,502978,503303,505194
283,322546,283526,260798,220844,437154,223071,241393,171150,388703,189217,176934,425652,335437,205524,294519,361119,351512,422289,419674,286463
284,167830,219804,381743,403522,263450,428996,260545,206672,144899,165837,164662,393258,347451,220519,383602,234351,141925,210216,190256,319328
285,155525,295954,276496,280621,234500,273418,181601,231608,190092,197706,242258,258929,2471,160394,199886,162755,138136,156384,141518,152111
286,501690,457388,505764,504643,503680,456082,503663,500545,502277,502664,502065,503890,501328,501728,502287,500431,501775,503662,503238,500447
287,153121,197175,194600,188555,190454,157481,176469,186624,157934,114223,155810,155898,158738,173541,177661,185638,1959,110483,110484,114224
288,136450,136568,136519,136558,136486,136499,136533,136342,136509,136385,136334,136502,136188,136484,136321,136557,136567,136549,136437,136412
289,103135,104473,107061,120762,120591,104489,100012,91975,30108,100973,106459,121910,100894,120912,39760,100975,120727,107037,120631,33652
290,504452,504232,504451,505374,504628,503077,502852,502748,504450,503655,503876,505483,504893,502885,506006,504390,457239,501458,502919,501651
291,83072,22675,77215,23814,92065,70787,82184,78976,103787,31973,32845,84815,78725,75342,70658,67270,74219,74112,82949,74391
292,504508,457187,503079,136475,506003,504262,525181,502182,504813,502854,501084,503657,505298,136478,504277,501680,503221,456118,505569,503653
293,269656,379108,262969,290967,228012,138057,358149,418699,290966,144835,194988,220035,237247,341321,191705,224559,371253,321233,384598,159923
294,456443,457058,456438,457691,457468,456646,457692,457354,456081,456508,457353,457693,457530,456959,456507,457689,456509,457291,456916,455957
295,193394,187021,170344,305360,390774,113413,383241,268709,417078,387350,246285,383240,389991,195010,259726,389992,420115,275150,172804,398636
296,510204,510145,510232,510024,510234,510188,510017,510039,510011,510038,510233,510062,509988,510096,509995,510130,509980,510122,509987,509957
297,146099,182973,182205,172769,178087,158904,163463,168294,174130,173406,148900,137141,153671,2783,165742,167849,146846,172690,2784,116618
298,310832,249605,373902,294305,363664,418336,190481,338569,152813,246486,186163,192216,250198,137969,280749,311166,228665,252042,436766,304501
299,508335,508172,508251,506772,506600,507319,507325,508430,506759,507110,507838,507357,507432,507604,508183,507320,507349,507066,507082,508344
300,107814,100966,122341,107771,104469,108090,39755,108091,39704,106420,101057,107031,107868,100983,108093,100866,122311,107050,108087,101059
301,411251,232339,162385,284991,384580,438092,161941,324350,174495,434868,261015,313984,233130,168808,227917,259876,198872,193174,399567,151569
302,78704,7396,81912,74280,81705,94731,74597,77073,74115,92066,79452,82088,75226,79422,22304,32844,32478,77899,21311,32850
303,500926,506425,506054,497505,505707,503670,497508,502173,505575,501141,456642,497504,502997,501687,502063,504984,504529,501713,502174,502356
304,313419,439480,253089,152655,396780,177298,144297,232672,70408,421103,148599,187683,327790,214720,264223,330089,32994,338053,411708,33258
305,502192,505758,504723,503002,504309,500197,502891,503924,503922,500322,505675,500758,505723,505803,504064,501742,500125,503702,501590,504237
306,462042,486603,469900,469532,487815,485081,482514,484687,466828,469758,489694,481612,479902,487521,470770,479210,486882,473985,461887,474152
307,507197,508410,506480,506774,508351,507575,507517,508506,507646,508193,507049,508039,508602,507245,507390,506822,508079,506669,507733,506579
308,525259,502209,505706,505503,500193,505186,505768,501758,501336,503913,505800,501149,501367,500753,510123,504017,504007,510164,510015,502903
309,505661,503893,500192,501694,501329,503246,501695,502448,505384,502275,503144,500945,502799,503691,500019,504308,502458,503891,500946,500749
310,502331,502846,505313,504183,504187,503774,505829,504033,500355,505871,505445,504432,500280,500995,502424,503175,501208,500042,502845,500164
311,505036,504477,505360,504204,500697,502783,505287,501063,504982,501985,504068,504371,504202,503084,504199,505041,501097,504408,502351,503392
312,149460,252170,241052,247578,213328,212070,246291,204594,175685,164427,175234,209804,193611,164367,190975,184525,110984,112219,161569,167767
313,154692,212403,429104,336325,257601,300084,2774,434651,398908,439299,220779,415721,158636,299090,1780,345327,295933,393183,400154,138911
314,456675,457484,500973,455950,502154,457443,504173,456828,505554,502946,505671,502155,500425,456941,502611,456213,504249,505334,500122,456718
315,422603,410137,185490,425803,405970,260978,437643,167757,292458,196170,317970,267866,246565,326896,282541,294993,346988,159925,324231,255827
316,40966,45178,5526,45340,4625,36539,5512,4612,77772,101387,21205,44560,103721,45887,81212,73856,34153,5203,45182,64309
317,456681,457587,456626,456489,457282,456911,457285,457281,457117,456124,457465,456712,456251,456912,457183,456435,457467,457115,456877,457495
318,460501,463948,462825,461429,462475,462714,459826,460393,460596,461837,461253,459901,459400,457995,459143,458437,458162,460999,460854,457938
319,395410,220749,318845,1853,299163,428984,145434,224977,114852,306803,434555,385718,230814,223330,360024,267638,153941,366585,315836,250295
320,505427,505159,500493,501911,505691,503278,502693,503807,505411,501626,503624,501479,500298,502979,501381,503961,456077,504709,505197,508877
321,2018,330003,299328,268401,420687,213992,245880,218414,284528,173820,153118,262410,214748,214360,296041,251260,306739,114787,204251,200119
322,266480,315989,218948,329980,367562,313829,234357,352458,204533,278734,413397,438404,162908,169594,148441,257973,392593,431133,407558,249669
323,317965,157207,208505,294847,229511,176998,280588,162865,115656,307613,253730,367106,373788,433777,147728,212320,425235,398518,191259,329233
324,136561,136363,136290,136407,136501,136506,136528,136430,136329,136371,136433,136184,136504,136257,136237,136473,136315,136449,136203,136539
325,74396,32166,24073,81861,47776,32019,6993,87429,22444,87619,32595,70495,21306,48255,74841,23818,33369,47815,32125,94687
326,526517,527026,526995,526533,526543,527025,526617,527035,527053,526602,526605,526514,526601,527009,526571,526507,526627,526624,526537,527011
327,77801,79150,77523,73754,31987,21704,78447,32031,23825,70318,78140,94701,81036,94724,60985,32752,94698,75018,77190,21519
328,240776,240847,195494,187303,324150,152108,324151,238156,143054,154230,392865,434353,187060,371218,167615,392860,423728,360316,212661,198329
329,507809,508086,507984,507813,506581,507866,507934,508029,508505,506628,508092,506820,506813,507870,506988,507523,507371,507980,506840,508412
330,155525,295954,276496,280621,234500,273418,181601,231608,190092,197706,242258,258929,2471,160394,199886,162755,138136,156384,141518,152111
331,123348,107775,39737,122299,100976,100838,101099,101101,101823,106412,103102,107038,120651,106447,101026,120710,107788,122372,101074,121911
